t	x
439.8	1000.35
439.9	1005.48
440.0	1010.61
440.1	1015.74
440.2	1020.87
440.3	1026.0
440.4	1031.13
440.5	1036.26
440.6	1041.39
440.7	1046.52
440.8	1051.65
440.9	1056.78
441.0	1061.91
441.1	1067.04
441.2	1072.17
441.3	1077.3
441.4	1082.43
441.5	1087.56
441.6	1092.64
441.7	1097.63
441.8	1102.52
441.9	1107.31
442.0	1112.0
442.1	1116.59
442.2	1121.09
442.3	1125.49
442.4	1129.79
442.5	1133.99
442.6	1138.09
442.7	1142.1
442.8	1146.01
442.9	1149.82
443.0	1153.53
443.1	1157.14
443.2	1160.66
443.3	1164.08
443.4	1167.4
443.5	1170.62
443.6	1173.74
443.7	1176.77
443.8	1179.7
443.9	1182.53
444.0	1185.26
444.1	1187.89
444.2	1190.43
444.3	1192.87
444.4	1195.21
444.5	1197.45
444.6	1199.59
444.7	1201.64
444.8	1203.59
444.9	1205.44
445.0	1207.19
445.1	1208.84
445.2	1210.4
445.3	1211.86
445.4	1213.22
445.5	1214.48
445.6	1215.64
445.7	1216.71
445.8	1217.68
445.9	1218.55
446.0	1219.32
446.1	1219.32
446.2	1219.32
446.3	1219.32
446.4	1219.32
446.5	1219.32
446.6	1219.32
446.7	1219.32
446.8	1219.32
446.9	1219.32
447.0	1219.32
447.1	1219.32
447.2	1219.32
447.3	1219.32
447.4	1219.32
447.5	1219.32
447.6	1219.32
447.7	1219.32
447.8	1219.32
447.9	1219.32
448.0	1219.32
448.1	1219.32
448.2	1219.32
448.3	1219.32
448.4	1219.32
448.5	1219.32
448.6	1219.32
448.7	1219.32
448.8	1219.32
448.9	1219.32
449.0	1219.32
449.1	1219.32
449.2	1219.32
449.3	1219.32
449.4	1219.32
449.5	1219.32
449.6	1219.32
449.7	1219.32
449.8	1219.32
449.9	1219.32
450.0	1219.32
450.1	1219.32
450.2	1219.32
450.3	1219.32
450.4	1219.32
450.5	1219.32
450.6	1219.32
450.7	1219.32
450.8	1219.32
450.9	1219.32
451.0	1219.32
451.1	1219.32
451.2	1219.32
451.3	1219.32
451.4	1219.32
451.5	1219.32
451.6	1219.32
451.7	1219.32
451.8	1219.32
451.9	1219.32
452.0	1219.32
452.1	1219.32
452.2	1219.32
452.3	1219.32
452.4	1219.32
452.5	1219.32
452.6	1219.32
452.7	1219.32
452.8	1219.32
452.9	1219.32
453.0	1219.32
453.1	1219.32
453.2	1219.32
453.3	1219.32
453.4	1219.32
453.5	1219.32
453.6	1219.32
453.7	1219.32
453.8	1219.32
453.9	1219.32
454.0	1219.32
454.1	1219.32
454.2	1219.32
454.3	1219.32
454.4	1219.32
454.5	1219.32
454.6	1219.32
454.7	1219.32
454.8	1219.32
454.9	1219.32
455.0	1219.32
455.1	1219.32
455.2	1219.32
455.3	1219.32
455.4	1219.32
455.5	1219.32
455.6	1219.32
455.7	1219.32
455.8	1219.32
455.9	1219.32
456.0	1219.32
456.1	1219.32
456.2	1219.32
456.3	1219.32
456.4	1219.32
456.5	1219.32
456.6	1219.32
456.7	1219.32
456.8	1219.32
456.9	1219.32
457.0	1219.32
457.1	1219.32
457.2	1219.32
457.3	1219.32
457.4	1219.32
457.5	1219.32
457.6	1219.32
457.7	1219.32
457.8	1219.32
457.9	1219.32
458.0	1219.32
458.1	1219.32
458.2	1219.32
458.3	1219.32
458.4	1219.32
458.5	1219.32
458.6	1219.32
458.7	1219.32
458.8	1219.32
458.9	1219.32
459.0	1219.32
459.1	1219.32
459.2	1219.32
459.3	1219.32
459.4	1219.32
459.5	1219.32
459.6	1219.32
459.7	1219.32
459.8	1219.32
459.9	1219.32
460.0	1219.32
460.1	1219.32
460.2	1219.32
460.3	1219.32
460.4	1219.32
460.5	1219.32
460.6	1219.32
460.7	1219.32
460.8	1219.32
460.9	1219.32
461.0	1219.32
461.1	1219.32
461.2	1219.32
461.3	1219.32
461.4	1219.32
461.5	1219.32
461.6	1219.32
461.7	1219.32
461.8	1219.32
461.9	1219.32
462.0	1219.32
462.1	1219.32
462.2	1219.32
462.3	1219.32
462.4	1219.32
462.5	1219.32
462.6	1219.32
462.7	1219.32
462.8	1219.32
462.9	1219.32
463.0	1219.32
463.1	1219.32
463.2	1219.32
463.3	1219.32
463.4	1219.32
463.5	1219.32
463.6	1219.32
463.7	1219.32
463.8	1219.32
463.9	1219.32
464.0	1219.32
464.1	1219.32
464.2	1219.32
464.3	1219.32
464.4	1219.32
464.5	1219.32
464.6	1219.32
464.7	1219.32
464.8	1219.32
464.9	1219.32
465.0	1219.32
465.1	1219.32
465.2	1219.32
465.3	1219.32
465.4	1219.32
465.5	1219.32
465.6	1219.32
465.7	1219.32
465.8	1219.32
465.9	1219.32
466.0	1219.32
466.1	1219.32
466.2	1219.32
466.3	1219.32
466.4	1219.32
466.5	1219.32
466.6	1219.32
466.7	1219.32
466.8	1219.32
466.9	1219.32
467.0	1219.32
467.1	1219.32
467.2	1219.32
467.3	1219.32
467.4	1219.32
467.5	1219.32
467.6	1219.32
467.7	1219.32
467.8	1219.32
467.9	1219.32
468.0	1219.32
468.1	1219.32
468.2	1219.32
468.3	1219.32
468.4	1219.32
468.5	1219.32
468.6	1219.32
468.7	1219.32
468.8	1219.32
468.9	1219.32
469.0	1219.32
469.1	1219.32
469.2	1219.32
469.3	1219.32
469.4	1219.32
469.5	1219.32
469.6	1219.32
469.7	1219.32
469.8	1219.32
469.9	1219.32
470.0	1219.37
470.1	1219.52
470.2	1219.77
470.3	1220.11
470.4	1220.55
470.5	1221.09
470.6	1221.73
470.7	1222.47
470.8	1223.3
470.9	1224.23
471.0	1225.26
471.1	1226.39
471.2	1227.62
471.3	1228.94
471.4	1230.36
471.5	1231.88
471.6	1233.5
471.7	1235.22
471.8	1237.03
471.9	1238.94
472.0	1240.95
472.1	1243.06
472.2	1245.27
472.3	1247.57
472.4	1249.97
472.5	1252.47
472.6	1255.07
472.7	1257.77
472.8	1260.56
472.9	1263.45
473.0	1266.44
473.1	1269.53
473.2	1272.72
473.3	1276.0
473.4	1279.38
473.5	1282.86
473.6	1286.44
473.7	1290.12
473.8	1293.89
473.9	1297.76
474.0	1301.73
474.1	1305.8
474.2	1309.97
474.3	1314.23
474.4	1318.59
474.5	1323.05
474.6	1327.61
474.7	1332.27
474.8	1337.02
474.9	1341.87
475.0	1346.82
475.1	1351.87
475.2	1357.02
475.3	1362.21
475.4	1367.4
475.5	1372.59
475.6	1377.78
475.7	1382.97
475.8	1388.16
475.9	1393.35
476.0	1398.54
476.1	1403.73
476.2	1408.92
476.3	1414.11
476.4	1419.3
476.5	1424.49
476.6	1429.68
476.7	1434.87
476.8	1440.06
476.9	1445.25
477.0	1450.44
477.1	1455.63
477.2	1460.82
477.3	1466.01
477.4	1471.2
477.5	1476.39
477.6	1481.58
477.7	1486.77
477.8	1491.96
477.9	1497.15
478.0	1502.34
478.1	1507.53
478.2	1512.72
478.3	1517.91
478.4	1523.1
478.5	1528.29
478.6	1533.48
478.7	1538.67
478.8	1543.86
478.9	1549.05
479.0	1554.24
479.1	1559.43
479.2	1564.62
479.3	1569.81
479.4	1575.0
479.5	1580.19
479.6	1585.38
479.7	1590.57
479.8	1595.76
479.9	1600.95
480.0	1606.14
480.1	1611.33
480.2	1616.52
480.3	1621.71
480.4	1626.9
480.5	1632.09
480.6	1637.28
480.7	1642.47
480.8	1647.66
480.9	1652.85
481.0	1658.04
481.1	1663.23
481.2	1668.42
481.3	1673.61
481.4	1678.8
481.5	1683.99
481.6	1689.18
481.7	1694.37
481.8	1699.56
481.9	1704.75
482.0	1709.94
482.1	1715.13
482.2	1720.32
482.3	1725.51
482.4	1730.7
482.5	1735.89
482.6	1741.08
482.7	1746.27
482.8	1751.46
482.9	1756.65
483.0	1761.84
483.1	1767.03
483.2	1772.22
483.3	1777.41
483.4	1782.6
483.5	1787.79
483.6	1792.98
483.7	1798.17
483.8	1803.36
483.9	1808.55
484.0	1813.74
484.1	1818.93
484.2	1824.12
484.3	1829.31
484.4	1834.5
484.5	1839.69
484.6	1844.88
484.7	1850.07
484.8	1855.26
484.9	1860.45
485.0	1865.64
485.1	1870.83
485.2	1876.02
485.3	1881.21
485.4	1886.4
485.5	1891.59
485.6	1896.78
485.7	1901.97
485.8	1907.16
485.9	1912.35
486.0	1917.54
486.1	1922.73
486.2	1927.92
486.3	1933.11
486.4	1938.3
486.5	1943.49
486.6	1948.68
486.7	1953.87
486.8	1959.06
486.9	1964.25
487.0	1969.44
487.1	1974.63
487.2	1979.82
487.3	1985.01
487.4	1990.2
487.5	1995.39
487.6	2000.58
487.7	2005.77
487.8	2010.96
487.9	2016.15
488.0	2021.34
488.1	2026.53
488.2	2031.72
488.3	2036.91
488.4	2042.1
488.5	2047.29
488.6	2052.48
488.7	2057.67
488.8	2062.86
488.9	2068.05
489.0	2073.24
489.1	2078.43
489.2	2083.62
489.3	2088.81
489.4	2094.0
489.5	2099.19
489.6	2104.38
489.7	2109.57
489.8	2114.76
489.9	2119.95
490.0	2125.14
490.1	2130.33
490.2	2135.52
490.3	2140.71
490.4	2145.9
490.5	2151.09
490.6	2156.28
490.7	2161.47
490.8	2166.66
490.9	2171.85
491.0	2177.04
491.1	2182.23
491.2	2187.42
491.3	2192.61
491.4	2197.8
491.5	2202.99
491.6	2208.18
491.7	2213.37
491.8	2218.56
491.9	2223.75
492.0	2228.94
492.1	2234.13
492.2	2239.32
492.3	2244.51
492.4	2249.7
492.5	2254.89
492.6	2260.08
492.7	2265.27
492.8	2270.46
492.9	2275.65
493.0	2280.84
493.1	2286.03
493.2	2291.22
493.3	2296.41
493.4	2301.6
493.5	2306.79
493.6	2311.98
493.7	2317.17
493.8	2322.36
493.9	2327.55
494.0	2332.74
494.1	2337.93
494.2	2343.12
494.3	2348.31
494.4	2353.5
494.5	2358.69
494.6	2363.88
494.7	2369.07
494.8	2374.26
494.9	2379.45
495.0	2384.64
495.1	2389.83
495.2	2395.02
495.3	2400.21
495.4	2405.4
495.5	2410.59
495.6	2415.78
495.7	2420.97
495.8	2426.16
495.9	2431.35
496.0	2436.54
496.1	2441.73
496.2	2446.92
496.3	2452.11
496.4	2457.3
496.5	2462.49
496.6	2467.68
496.7	2472.87
496.8	2478.06
496.9	2483.25
497.0	2488.44
497.1	2493.63
497.2	2498.82
497.3	2504.01
497.4	2509.2
497.5	2514.39
497.6	2519.58
497.7	2524.77
497.8	2529.96
497.9	2535.15
498.0	2540.34
498.1	2545.53
498.2	2550.72
498.3	2555.91
498.4	2561.1
498.5	2566.29
498.6	2571.48
498.7	2576.67
498.8	2581.86
498.9	2587.05
499.0	2592.24
499.1	2597.43
499.2	2602.62
499.3	2607.81
499.4	2613.0
499.5	2618.19
499.6	2623.38
499.7	2628.57
499.8	2633.76
499.9	2638.95
500.0	2644.14
500.1	2649.33
500.2	2654.52
500.3	2659.71
500.4	2664.9
500.5	2670.09
500.6	2675.28
500.7	2680.47
500.8	2685.66
500.9	2690.85
501.0	2695.99
501.1	2701.04
501.2	2705.99
501.3	2710.84
501.4	2715.59
501.5	2720.24
501.6	2724.8
501.7	2729.26
501.8	2733.62
501.9	2737.88
502.0	2742.04
502.1	2746.11
502.2	2750.08
502.3	2753.95
502.4	2757.72
502.5	2761.39
502.6	2764.97
502.7	2768.45
502.8	2771.83
502.9	2775.11
503.0	2778.29
503.1	2781.38
503.2	2784.37
503.3	2787.26
503.4	2790.05
503.5	2792.74
503.6	2795.34
503.7	2797.84
503.8	2800.24
503.9	2802.54
504.0	2804.74
504.1	2806.85
504.2	2808.86
504.3	2810.77
504.4	2812.58
504.5	2814.29
504.6	2815.91
504.7	2817.43
504.8	2818.85
504.9	2820.17
505.0	2821.39
505.1	2822.52
505.2	2823.55
505.3	2824.48
505.4	2825.31
505.5	2826.04
505.6	2826.68
505.7	2827.22
505.8	2827.22
505.9	2827.22
506.0	2827.22
506.1	2827.22
506.2	2827.22
506.3	2827.22
506.4	2827.22
506.5	2827.22
506.6	2827.22
506.7	2827.22
506.8	2827.22
506.9	2827.22
507.0	2827.22
507.1	2827.22
507.2	2827.22
507.3	2827.22
507.4	2827.22
507.5	2827.22
507.6	2827.22
507.7	2827.22
507.8	2827.22
507.9	2827.22
508.0	2827.22
508.1	2827.22
508.2	2827.22
508.3	2827.22
508.4	2827.22
508.5	2827.22
508.6	2827.22
508.7	2827.22
508.8	2827.22
508.9	2827.22
509.0	2827.22
509.1	2827.22
509.2	2827.22
509.3	2827.22
509.4	2827.22
509.5	2827.22
509.6	2827.22
509.7	2827.22
509.8	2827.22
509.9	2827.22
510.0	2827.22
510.1	2827.22
510.2	2827.22
510.3	2827.22
510.4	2827.22
510.5	2827.22
510.6	2827.22
510.7	2827.22
510.8	2827.22
510.9	2827.22
511.0	2827.22
511.1	2827.22
511.2	2827.22
511.3	2827.22
511.4	2827.22
511.5	2827.22
511.6	2827.22
511.7	2827.22
511.8	2827.22
511.9	2827.22
512.0	2827.22
512.1	2827.22
512.2	2827.22
512.3	2827.22
512.4	2827.22
512.5	2827.22
512.6	2827.22
512.7	2827.22
512.8	2827.22
512.9	2827.22
513.0	2827.22
513.1	2827.22
513.2	2827.22
513.3	2827.22
513.4	2827.22
513.5	2827.22
513.6	2827.22
513.7	2827.22
513.8	2827.22
513.9	2827.22
514.0	2827.22
514.1	2827.22
514.2	2827.22
514.3	2827.22
514.4	2827.22
514.5	2827.22
514.6	2827.22
514.7	2827.22
514.8	2827.22
514.9	2827.22
515.0	2827.22
515.1	2827.22
515.2	2827.22
515.3	2827.22
515.4	2827.22
515.5	2827.22
515.6	2827.22
515.7	2827.22
515.8	2827.22
515.9	2827.22
516.0	2827.22
516.1	2827.22
516.2	2827.22
516.3	2827.22
516.4	2827.22
516.5	2827.22
516.6	2827.22
516.7	2827.22
516.8	2827.22
516.9	2827.22
517.0	2827.22
517.1	2827.22
517.2	2827.22
517.3	2827.22
517.4	2827.22
517.5	2827.22
517.6	2827.22
517.7	2827.22
517.8	2827.22
517.9	2827.22
518.0	2827.22
518.1	2827.22
518.2	2827.22
518.3	2827.22
518.4	2827.22
518.5	2827.22
518.6	2827.22
518.7	2827.22
518.8	2827.22
518.9	2827.22
519.0	2827.22
519.1	2827.22
519.2	2827.22
519.3	2827.22
519.4	2827.22
519.5	2827.22
519.6	2827.22
519.7	2827.22
519.8	2827.22
519.9	2827.22
520.0	2827.22
520.1	2827.22
520.2	2827.22
520.3	2827.22
520.4	2827.22
520.5	2827.22
520.6	2827.22
520.7	2827.22
520.8	2827.22
520.9	2827.22
521.0	2827.22
521.1	2827.22
521.2	2827.22
521.3	2827.22
521.4	2827.22
521.5	2827.22
521.6	2827.22
521.7	2827.22
521.8	2827.22
521.9	2827.22
522.0	2827.22
522.1	2827.22
522.2	2827.22
522.3	2827.22
522.4	2827.22
522.5	2827.22
522.6	2827.22
522.7	2827.22
522.8	2827.22
522.9	2827.22
523.0	2827.22
523.1	2827.22
523.2	2827.22
523.3	2827.22
523.4	2827.22
523.5	2827.22
523.6	2827.22
523.7	2827.22
523.8	2827.22
523.9	2827.22
524.0	2827.22
524.1	2827.22
524.2	2827.22
524.3	2827.22
524.4	2827.22
524.5	2827.22
524.6	2827.22
524.7	2827.22
524.8	2827.22
524.9	2827.22
525.0	2827.22
525.1	2827.22
525.2	2827.22
525.3	2827.22
525.4	2827.22
525.5	2827.22
525.6	2827.22
525.7	2827.22
525.8	2827.22
525.9	2827.22
526.0	2827.22
526.1	2827.22
526.2	2827.22
526.3	2827.22
526.4	2827.22
526.5	2827.22
526.6	2827.22
526.7	2827.22
526.8	2827.22
526.9	2827.22
527.0	2827.22
527.1	2827.22
527.2	2827.22
527.3	2827.22
527.4	2827.22
527.5	2827.22
527.6	2827.22
527.7	2827.22
527.8	2827.22
527.9	2827.22
528.0	2827.22
528.1	2827.22
528.2	2827.22
528.3	2827.22
528.4	2827.22
528.5	2827.22
528.6	2827.22
528.7	2827.22
528.8	2827.22
528.9	2827.22
529.0	2827.22
529.1	2827.22
529.2	2827.22
529.3	2827.22
529.4	2827.22
529.5	2827.22
529.6	2827.22
529.7	2827.22
529.8	2827.22
529.9	2827.22
530.0	2827.22
530.1	2827.22
530.2	2827.22
530.3	2827.22
530.4	2827.22
530.5	2827.22
530.6	2827.22
530.7	2827.22
530.8	2827.22
530.9	2827.22
531.0	2827.22
531.1	2827.22
531.2	2827.22
531.3	2827.22
531.4	2827.22
531.5	2827.22
531.6	2827.22
531.7	2827.22
531.8	2827.22
531.9	2827.22
532.0	2827.22
532.1	2827.22
532.2	2827.22
532.3	2827.22
532.4	2827.22
532.5	2827.22
532.6	2827.22
532.7	2827.22
532.8	2827.22
532.9	2827.22
533.0	2827.22
533.1	2827.22
533.2	2827.22
533.3	2827.22
533.4	2827.22
533.5	2827.22
533.6	2827.22
533.7	2827.22
533.8	2827.22
533.9	2827.22
534.0	2827.22
534.1	2827.22
534.2	2827.22
534.3	2827.22
534.4	2827.22
534.5	2827.22
534.6	2827.22
534.7	2827.22
534.8	2827.22
534.9	2827.22
535.0	2827.22
535.1	2827.22
535.2	2827.22
535.3	2827.22
535.4	2827.22
535.5	2827.22
535.6	2827.22
535.7	2827.22
535.8	2827.22
535.9	2827.22
536.0	2827.22
536.1	2827.22
536.2	2827.22
536.3	2827.22
536.4	2827.22
536.5	2827.22
536.6	2827.22
536.7	2827.22
536.8	2827.22
536.9	2827.22
537.0	2827.22
537.1	2827.22
537.2	2827.22
537.3	2827.22
537.4	2827.22
537.5	2827.22
537.6	2827.22
537.7	2827.22
537.8	2827.22
537.9	2827.22
538.0	2827.22
538.1	2827.22
538.2	2827.22
538.3	2827.22
538.4	2827.22
538.5	2827.22
538.6	2827.22
538.7	2827.22
538.8	2827.22
538.9	2827.22
539.0	2827.22
539.1	2827.22
539.2	2827.22
539.3	2827.22
539.4	2827.22
539.5	2827.22
539.6	2827.22
539.7	2827.22
539.8	2827.22
539.9	2827.22
540.0	2827.22
540.1	2827.22
540.2	2827.22
540.3	2827.22
540.4	2827.22
540.5	2827.22
540.6	2827.22
540.7	2827.22
540.8	2827.22
540.9	2827.22
541.0	2827.22
541.1	2827.22
541.2	2827.22
541.3	2827.22
541.4	2827.22
541.5	2827.22
541.6	2827.22
541.7	2827.22
541.8	2827.22
541.9	2827.22
542.0	2827.22
542.1	2827.22
542.2	2827.22
542.3	2827.22
542.4	2827.22
542.5	2827.22
542.6	2827.22
542.7	2827.22
542.8	2827.22
542.9	2827.22
543.0	2827.22
543.1	2827.22
543.2	2827.22
543.3	2827.22
543.4	2827.22
543.5	2827.22
543.6	2827.22
543.7	2827.22
543.8	2827.22
543.9	2827.22
544.0	2827.22
544.1	2827.22
544.2	2827.22
544.3	2827.22
544.4	2827.22
544.5	2827.22
544.6	2827.22
544.7	2827.22
544.8	2827.22
544.9	2827.22
545.0	2827.22
545.1	2827.22
545.2	2827.22
545.3	2827.22
545.4	2827.22
545.5	2827.22
545.6	2827.22
545.7	2827.22
545.8	2827.22
545.9	2827.22
546.0	2827.22
546.1	2827.22
546.2	2827.22
546.3	2827.22
546.4	2827.22
546.5	2827.22
546.6	2827.22
546.7	2827.22
546.8	2827.22
546.9	2827.22
547.0	2827.22
547.1	2827.22
547.2	2827.22
547.3	2827.22
547.4	2827.22
547.5	2827.22
547.6	2827.22
547.7	2827.22
547.8	2827.22
547.9	2827.22
548.0	2827.22
548.1	2827.22
548.2	2827.22
548.3	2827.22
548.4	2827.22
548.5	2827.22
548.6	2827.22
548.7	2827.22
548.8	2827.22
548.9	2827.22
549.0	2827.22
549.1	2827.22
549.2	2827.22
549.3	2827.22
549.4	2827.22
549.5	2827.22
549.6	2827.22
549.7	2827.22
549.8	2827.22
549.9	2827.22
550.0	2827.22
550.1	2827.22
550.2	2827.22
550.3	2827.22
550.4	2827.22
550.5	2827.22
550.6	2827.22
550.7	2827.22
550.8	2827.22
550.9	2827.22
551.0	2827.22
551.1	2827.22
551.2	2827.22
551.3	2827.22
551.4	2827.22
551.5	2827.22
551.6	2827.22
551.7	2827.22
551.8	2827.22
551.9	2827.22
552.0	2827.22
552.1	2827.22
552.2	2827.22
552.3	2827.22
552.4	2827.22
552.5	2827.22
552.6	2827.22
552.7	2827.22
552.8	2827.22
552.9	2827.22
553.0	2827.22
553.1	2827.22
553.2	2827.22
553.3	2827.22
553.4	2827.22
553.5	2827.22
553.6	2827.22
553.7	2827.22
553.8	2827.22
553.9	2827.22
554.0	2827.22
554.1	2827.22
554.2	2827.22
554.3	2827.22
554.4	2827.22
554.5	2827.22
554.6	2827.22
554.7	2827.22
554.8	2827.22
554.9	2827.22
555.0	2827.22
555.1	2827.22
555.2	2827.22
555.3	2827.22
555.4	2827.22
555.5	2827.22
555.6	2827.22
555.7	2827.22
555.8	2827.22
555.9	2827.22
556.0	2827.22
556.1	2827.22
556.2	2827.22
556.3	2827.22
556.4	2827.22
556.5	2827.22
556.6	2827.22
556.7	2827.22
556.8	2827.22
556.9	2827.22
557.0	2827.22
557.1	2827.22
557.2	2827.22
557.3	2827.22
557.4	2827.22
557.5	2827.22
557.6	2827.22
557.7	2827.22
557.8	2827.22
557.9	2827.22
558.0	2827.22
558.1	2827.22
558.2	2827.22
558.3	2827.22
558.4	2827.22
558.5	2827.22
558.6	2827.22
558.7	2827.22
558.8	2827.22
558.9	2827.22
559.0	2827.22
559.1	2827.22
559.2	2827.22
559.3	2827.22
559.4	2827.22
559.5	2827.22
559.6	2827.22
559.7	2827.22
559.8	2827.22
559.9	2827.22
560.0	2827.22
560.1	2827.22
560.2	2827.22
560.3	2827.22
560.4	2827.22
560.5	2827.22
560.6	2827.22
560.7	2827.22
560.8	2827.22
560.9	2827.22
561.0	2827.22
561.1	2827.22
561.2	2827.22
561.3	2827.22
561.4	2827.22
561.5	2827.22
561.6	2827.22
561.7	2827.22
561.8	2827.22
561.9	2827.22
562.0	2827.22
562.1	2827.22
562.2	2827.22
562.3	2827.22
562.4	2827.22
562.5	2827.22
562.6	2827.22
562.7	2827.22
562.8	2827.22
562.9	2827.22
563.0	2827.22
563.1	2827.22
563.2	2827.22
563.3	2827.22
563.4	2827.22
563.5	2827.22
563.6	2827.22
563.7	2827.22
563.8	2827.22
563.9	2827.22
564.0	2827.22
564.1	2827.22
564.2	2827.22
564.3	2827.22
564.4	2827.22
564.5	2827.22
564.6	2827.22
564.7	2827.22
564.8	2827.22
564.9	2827.22
565.0	2827.22
565.1	2827.22
565.2	2827.22
565.3	2827.22
565.4	2827.22
565.5	2827.22
565.6	2827.22
565.7	2827.22
565.8	2827.22
565.9	2827.22
566.0	2827.22
566.1	2827.22
566.2	2827.22
566.3	2827.22
566.4	2827.22
566.5	2827.22
566.6	2827.22
566.7	2827.22
566.8	2827.22
566.9	2827.22
567.0	2827.22
567.1	2827.22
567.2	2827.22
567.3	2827.22
567.4	2827.22
567.5	2827.22
567.6	2827.22
567.7	2827.22
567.8	2827.22
567.9	2827.22
568.0	2827.22
568.1	2827.22
568.2	2827.22
568.3	2827.22
568.4	2827.22
568.5	2827.22
568.6	2827.22
568.7	2827.22
568.8	2827.22
568.9	2827.22
569.0	2827.22
569.1	2827.22
569.2	2827.22
569.3	2827.22
569.4	2827.22
569.5	2827.22
569.6	2827.22
569.7	2827.22
569.8	2827.22
569.9	2827.22
570.0	2827.22
570.1	2827.22
570.2	2827.22
570.3	2827.22
570.4	2827.22
570.5	2827.22
570.6	2827.22
570.7	2827.22
570.8	2827.22
570.9	2827.22
571.0	2827.22
571.1	2827.22
571.2	2827.22
571.3	2827.22
571.4	2827.22
571.5	2827.22
571.6	2827.22
571.7	2827.22
571.8	2827.27
571.9	2827.42
572.0	2827.67
572.1	2828.01
572.2	2828.45
572.3	2828.99
572.4	2829.63
572.5	2830.37
572.6	2831.2
572.7	2832.13
572.8	2833.16
572.9	2834.29
573.0	2835.52
573.1	2836.84
573.2	2838.26
573.3	2839.78
573.4	2841.4
573.5	2843.12
573.6	2844.93
573.7	2846.84
573.8	2848.85
573.9	2850.96
574.0	2853.17
574.1	2855.47
574.2	2857.87
574.3	2860.37
574.4	2862.97
574.5	2865.67
574.6	2868.46
574.7	2871.35
574.8	2874.34
574.9	2877.43
575.0	2880.62
575.1	2883.9
575.2	2887.28
575.3	2890.76
575.4	2894.34
575.5	2898.02
575.6	2901.79
575.7	2905.66
575.8	2909.63
575.9	2913.7
576.0	2917.87
576.1	2922.13
576.2	2926.49
576.3	2930.95
576.4	2935.51
576.5	2940.17
576.6	2944.92
576.7	2949.77
576.8	2954.72
576.9	2959.77
577.0	2964.92
577.1	2970.11
577.2	2975.3
577.3	2980.49
577.4	2985.68
577.5	2990.87
577.6	2996.06
577.7	3001.25
577.8	3006.44
